,,,,,Score,,,,Batting Stats,,,,,,,,,,,,,,,,,,,,,,,,,,Opp Starter,,
Rk,Gtm,Date,,Opp,Rslt,RS,RA,Inn,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc
150,150,9/15/2025,,ATL,L,3,11,9,35,30,3,6,0,0,1,2,0,0,5,9,0.244,0.307,0.389,0.696,9,2,0,0,0,0,0,0.25,5,10,Spencer Strider,R,69
151,151,2025-09-16 (1),,ATL,L,3,6,9,38,34,3,8,0,1,0,3,0,0,3,12,0.244,0.307,0.388,0.695,10,0,0,0,1,0,0,0.348,8,11,José Suarez,L,64
152,152,2025-09-16 (2),,ATL,L,0,5,10,35,35,0,5,0,0,0,0,2,0,0,10,0.243,0.306,0.386,0.692,5,0,0,0,0,0,0,0.2,6,12,Chris Sale,L,85
153,153,9/17/2025,,ATL,L,4,9,9,38,37,4,10,4,0,0,4,2,0,0,12,0.243,0.306,0.386,0.692,14,0,1,0,0,0,0,0.4,7,9,Hurston Waldrep,R,53
154,154,9/19/2025,@,NYM,L,6,12,9,36,34,6,8,3,1,1,5,0,0,2,10,0.243,0.306,0.387,0.693,16,1,0,0,0,0,0,0.304,3,12,Brandon Sproat,R,41
155,155,9/20/2025,@,NYM,W,5,3,11,42,39,5,6,0,0,1,3,0,1,3,12,0.242,0.305,0.386,0.691,9,0,0,0,0,1,0,0.192,6,13,Nolan McLean,R,55
156,156,9/21/2025,@,NYM,W,3,2,9,35,35,3,9,2,0,1,2,2,1,0,12,0.243,0.305,0.386,0.69,14,1,0,0,0,1,0,0.364,5,11,Sean Manaea,L,42
157,157,9/22/2025,@,ATL,L,5,11,9,40,34,5,8,0,0,2,5,0,0,3,9,0.243,0.305,0.386,0.691,14,1,3,0,0,0,0,0.261,8,9,Chris Sale,L,45
158,158,9/23/2025,@,ATL,L,2,3,9,36,31,2,6,1,0,1,2,1,1,5,10,0.242,0.305,0.386,0.691,10,1,0,0,0,0,0,0.25,7,12,Hurston Waldrep,R,59
159,159,9/24/2025,@,ATL,W,4,3,9,34,34,4,9,1,0,3,4,0,0,0,9,0.242,0.305,0.387,0.691,19,2,0,0,0,0,0,0.273,3,11,Bryce Elder,R,60
160,160,9/26/2025,,CHW,L,9,10,9,39,38,9,13,1,0,6,9,0,0,1,11,0.243,0.305,0.39,0.695,32,2,0,0,0,0,0,0.333,3,11,Yoendrys Gómez,R,41
161,161,9/27/2025,,CHW,W,6,5,9,38,34,6,9,1,0,3,6,2,0,4,12,0.243,0.305,0.391,0.696,19,1,0,0,0,2,0,0.316,8,10,Tyler Gilbert,L,52
162,162,9/28/2025,,CHW,L,0,8,9,28,28,0,1,0,0,0,0,0,0,0,13,0.242,0.304,0.389,0.693,1,0,0,0,0,0,0,0.067,1,12,Shane Smith,R,78
,,,,,66-96,687,899,1431,5982,5422,687,1313,258,28,161,657,132,48,443,1351,0.242,0.304,0.389,0.693,2110,103,57,18,40,37,11,0.292,988,,,,
