,,,,,Score,,,,Batting Stats,,,,,,,,,,,,,,,,,,,,,,,,,,Opp Starter,,
Rk,Gtm,Date,,Opp,Rslt,RS,RA,Inn,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc
148,148,9/12/2025,@,ATL,W,11,3,9,43,39,11,13,0,0,2,11,0,0,3,9,0.252,0.318,0.4,0.718,19,0,1,0,0,0,0,0.393,5,12,Hurston Waldrep,R,18
149,149,9/13/2025,@,ATL,W,6,2,9,41,36,6,10,2,0,1,6,1,1,5,11,0.252,0.318,0.4,0.718,15,0,0,0,0,0,0,0.375,8,10,Bryce Elder,R,23
150,150,9/14/2025,@,ATL,L,3,8,9,37,35,3,9,1,0,1,3,1,0,2,11,0.252,0.318,0.4,0.718,13,1,0,0,0,0,0,0.348,7,11,Joey Wentz,L,46
151,151,9/15/2025,,TEX,W,6,3,9,33,31,6,6,2,0,1,4,0,0,1,5,0.252,0.318,0.4,0.717,11,0,1,0,0,1,0,0.2,3,11,Jack Leiter,R,49
152,152,9/16/2025,,TEX,W,6,5,9,38,30,6,10,2,0,0,6,0,0,5,6,0.253,0.318,0.4,0.718,12,1,1,1,1,0,0,0.4,8,11,Merrill Kelly,R,17
153,153,9/17/2025,,TEX,W,5,2,9,32,31,5,6,1,0,2,5,0,0,1,9,0.252,0.318,0.4,0.717,13,0,0,0,0,1,0,0.2,3,11,Jacob deGrom,R,40
154,154,9/19/2025,,SEA,L,0,4,9,32,31,0,3,1,0,0,0,0,0,1,11,0.251,0.317,0.398,0.715,4,1,0,0,0,2,0,0.15,5,9,Bryan Woo,R,71
155,155,9/20/2025,,SEA,L,4,6,9,38,35,4,10,1,0,1,4,0,0,1,11,0.252,0.317,0.398,0.715,14,1,2,0,0,0,0,0.391,7,12,George Kirby,R,69
156,156,9/21/2025,,SEA,L,3,7,9,37,35,3,7,1,0,2,3,1,0,1,6,0.251,0.316,0.398,0.714,14,1,1,0,0,1,0,0.185,7,10,Logan Gilbert,R,65
157,157,9/23/2025,@,ATH,L,1,5,9,33,28,1,3,0,0,0,1,0,0,3,6,0.25,0.316,0.397,0.712,3,1,1,0,1,0,0,0.13,5,12,Jeffrey Springs,L,58
158,158,9/24/2025,@,ATH,L,0,6,9,32,31,0,5,2,0,0,0,0,0,1,9,0.25,0.315,0.396,0.711,7,1,0,0,0,0,0,0.227,5,12,Luis Severino,R,71
159,159,9/25/2025,@,ATH,W,11,5,9,47,39,11,12,4,0,1,11,1,0,7,10,0.25,0.316,0.396,0.712,19,0,1,0,0,0,0,0.393,9,12,J.T. Ginn,R,22
160,160,9/26/2025,@,LAA,L,3,4,9,36,35,3,6,3,0,1,2,2,0,1,13,0.25,0.315,0.396,0.711,12,0,0,0,0,2,0,0.238,6,12,Kyle Hendricks,R,55
161,161,9/27/2025,@,LAA,W,6,1,9,34,33,6,7,0,0,4,6,1,0,1,6,0.25,0.315,0.397,0.712,19,1,0,0,0,0,0,0.13,1,12,Caden Dana,R,51
162,162,9/28/2025,@,LAA,W,6,2,9,43,37,6,11,1,0,4,6,3,2,4,9,0.25,0.315,0.399,0.714,24,0,2,0,0,1,0,0.292,10,9,Sam Aldegheri,L,36
,,,,,87-75,686,665,1439,6087,5490,686,1372,247,12,182,655,85,28,471,1301,0.25,0.315,0.399,0.714,2189,124,71,16,38,38,15,0.294,1116,,,,
