,,,,,Score,,,,Batting Stats,,,,,,,,,,,,,,,,,,,,,,,,,,Opp Starter,,
Rk,Gtm,Date,,Opp,Rslt,RS,RA,Inn,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc
1,1,3/27/2025,,MIN,W,5,3,9,35,33,5,10,1,0,2,5,0,1,2,5,0.303,0.343,0.515,0.858,17,1,0,0,0,0,0,0.308,6,11,Pablo López,R,42
2,2,3/29/2025,,MIN,W,5,1,9,40,32,5,10,2,0,0,5,2,1,5,10,0.308,0.387,0.446,0.833,12,0,2,0,1,0,0,0.435,11,11,Joe Ryan,R,58
3,3,3/30/2025,,MIN,W,9,2,9,38,33,9,10,3,0,3,9,1,0,5,4,0.306,0.389,0.52,0.91,22,1,0,0,0,0,0,0.269,5,10,Bailey Ober,R,10
4,4,3/31/2025,,LAA,L,4,5,10,45,38,4,11,1,0,2,4,0,0,5,9,0.301,0.382,0.507,0.89,18,0,0,1,1,0,1,0.321,12,12,Tyler Anderson,L,45
5,5,4/1/2025,,LAA,L,7,9,11,47,44,7,11,2,0,1,6,2,0,3,9,0.289,0.363,0.472,0.835,16,1,0,0,0,1,1,0.294,9,13,Kyle Hendricks,R,54
6,6,4/2/2025,,LAA,W,12,5,9,43,35,12,12,1,0,3,11,0,0,8,9,0.298,0.381,0.498,0.878,22,1,0,0,0,0,1,0.391,7,11,Yusei Kikuchi,L,53
7,7,4/4/2025,@,BOS,L,9,13,9,42,40,9,14,2,0,2,8,1,0,2,9,0.306,0.381,0.506,0.887,22,3,0,0,0,1,0,0.414,6,10,Walker Buehler,R,36
8,8,2025-04-06 (1),@,BOS,L,4,5,10,47,39,4,11,2,0,0,4,0,0,6,12,0.303,0.384,0.483,0.867,13,1,2,0,0,0,0,0.407,14,13,Sean Newcomb,L,50
9,9,2025-04-06 (2),@,BOS,L,7,18,9,43,38,7,12,4,0,1,7,0,1,3,6,0.304,0.383,0.485,0.868,19,0,1,0,1,1,0,0.344,9,12,Hunter Dobbins,R,46
10,10,4/7/2025,@,PIT,L,4,8,9,38,35,4,9,0,0,2,4,0,0,3,11,0.3,0.377,0.48,0.856,15,1,0,0,0,0,0,0.318,7,9,Carmen Mlodzinski,R,57
11,11,4/8/2025,@,PIT,W,5,3,9,37,35,5,7,2,1,0,5,0,0,2,10,0.291,0.366,0.465,0.831,11,0,0,0,0,1,0,0.28,5,9,Paul Skenes,R,46
12,12,4/9/2025,@,PIT,L,1,2,13,47,44,1,7,1,0,0,1,1,0,3,10,0.278,0.351,0.437,0.789,8,0,0,0,0,0,2,0.206,11,12,Mitch Keller,R,75
13,13,4/11/2025,,PHI,W,2,0,9,37,32,2,9,1,0,0,2,3,0,5,10,0.278,0.353,0.429,0.782,10,1,0,0,0,0,1,0.409,11,14,Aaron Nola,R,52
14,14,4/12/2025,,PHI,L,1,4,9,34,32,1,9,1,0,0,1,0,0,2,5,0.278,0.351,0.422,0.773,10,5,0,0,0,0,0,0.333,6,11,Cristopher Sánchez,L,54
15,15,4/13/2025,,PHI,W,7,0,9,35,33,7,10,5,0,2,6,0,1,1,6,0.28,0.35,0.435,0.784,21,0,0,1,0,0,0,0.32,4,10,Zack Wheeler,R,44
16,16,4/14/2025,,HOU,W,8,3,9,39,36,8,14,6,0,1,8,1,0,2,8,0.287,0.353,0.447,0.801,23,1,0,0,1,0,0,0.464,7,12,Framber Valdez,L,16
17,17,4/15/2025,,HOU,L,0,2,9,33,31,0,6,2,0,0,0,2,0,2,5,0.282,0.348,0.438,0.786,8,2,0,0,0,0,0,0.231,6,11,Hunter Brown,R,66
18,18,4/16/2025,,HOU,W,4,1,9,37,32,4,8,1,0,1,4,3,0,4,2,0.28,0.348,0.435,0.783,12,0,1,0,0,0,0,0.241,9,10,Ronel Blanco,R,43
19,19,4/17/2025,@,NYM,L,1,4,9,34,30,1,3,0,0,0,1,2,0,4,11,0.272,0.342,0.42,0.761,3,0,0,0,0,0,0,0.158,6,9,Griffin Canning,R,68
20,20,4/18/2025,@,NYM,L,4,5,9,35,35,4,8,1,0,1,4,0,0,0,15,0.27,0.337,0.416,0.753,12,0,0,0,0,0,0,0.368,4,10,David Peterson,L,51
21,21,4/19/2025,@,NYM,L,0,3,9,35,29,0,3,2,0,0,0,0,0,5,6,0.264,0.333,0.406,0.74,5,1,1,0,0,0,0,0.13,8,11,Kodai Senga,R,65
22,22,4/20/2025,@,NYM,L,4,7,9,38,35,4,8,2,0,0,4,0,0,3,11,0.262,0.331,0.401,0.732,10,0,0,0,0,0,0,0.333,7,11,Clay Holmes,R,64
23,23,4/21/2025,@,ATL,L,6,7,9,40,37,6,11,4,0,1,5,1,0,2,6,0.264,0.331,0.405,0.736,18,1,0,1,0,1,0,0.333,7,10,Spencer Schwellenbach,R,56
