,,,,,Score,,,,Batting Stats,,,,,,,,,,,,,,,,,,,,,,,,,,Opp Starter,,
Rk,Gtm,Date,,Opp,Rslt,RS,RA,Inn,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc
153,153,9/18/2025,@,MIL,L,2,5,9,37,35,2,7,2,0,1,2,2,0,2,16,0.226,0.3,0.398,0.698,12,0,0,0,0,1,0,0.333,8,12,Quinn Priester,R,63
154,154,9/19/2025,@,COL,L,6,7,9,36,34,6,10,1,0,2,6,0,0,1,10,0.227,0.3,0.399,0.698,17,2,0,0,1,0,0,0.348,3,11,Bradley Blalock,R,30
155,155,9/20/2025,@,COL,W,3,0,9,37,32,3,6,1,0,3,3,2,0,2,9,0.226,0.3,0.399,0.699,16,1,2,0,0,0,0,0.15,7,10,Germán Márquez,R,65
156,156,9/21/2025,@,COL,L,1,3,9,33,31,1,7,1,0,0,1,0,1,2,12,0.226,0.299,0.398,0.698,8,2,0,0,0,0,0,0.368,5,11,Kyle Freeland,L,64
157,157,9/23/2025,,KCR,L,4,8,9,34,31,4,5,0,0,2,3,0,0,3,13,0.226,0.299,0.398,0.697,11,1,0,0,0,0,0,0.188,3,9,Cole Ragans,L,62
158,158,9/24/2025,,KCR,W,3,2,9,34,31,3,6,2,0,1,2,1,0,3,6,0.226,0.299,0.398,0.697,11,2,0,0,0,1,0,0.208,7,9,Stephen Kolek,R,52
159,159,9/25/2025,,KCR,L,4,9,9,34,34,4,7,0,0,3,4,0,0,0,13,0.226,0.298,0.398,0.697,16,0,0,0,0,0,0,0.222,3,10,Michael Lorenzen,R,60
160,160,9/26/2025,,HOU,W,4,3,9,32,29,4,8,2,0,2,4,0,1,3,4,0.226,0.298,0.399,0.698,16,1,0,0,0,0,0,0.261,4,11,Jason Alexander,R,51
161,161,9/27/2025,,HOU,L,1,6,9,34,29,1,3,1,0,0,1,1,0,5,11,0.225,0.298,0.398,0.696,4,1,0,0,0,0,0,0.167,6,10,AJ Blubaugh,R,58
162,162,9/28/2025,,HOU,L,2,6,9,36,34,2,6,0,0,1,2,0,0,2,9,0.225,0.298,0.397,0.695,9,0,0,0,0,1,0,0.208,7,11,Lance McCullers Jr.,R,54
,,,,,72-90,673,837,1437,6000,5374,673,1209,212,17,226,649,88,27,484,1627,0.225,0.298,0.397,0.695,2133,99,87,13,35,28,22,0.276,1020,,,,
