,,,,,Score,,,,Batting Stats,,,,,,,,,,,,,,,,,,,,,,,,,,Opp Starter,,
Rk,Gtm,Date,,Opp,Rslt,RS,RA,Inn,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc
144,144,9/7/2025,@,DET,W,6,4,9,46,36,6,11,1,0,1,6,0,0,9,7,0.236,0.305,0.378,0.683,15,0,1,0,0,0,0,0.357,13,11,Charlie Morton,R,38
145,145,9/9/2025,,TBR,L,4,5,9,36,36,4,7,1,1,1,4,0,0,0,13,0.235,0.304,0.378,0.683,13,0,0,0,0,2,0,0.273,5,9,Adrian Houser,R,57
146,146,9/10/2025,,TBR,W,6,5,9,36,31,6,8,4,0,1,6,0,0,4,11,0.236,0.305,0.379,0.684,15,1,1,0,0,0,0,0.368,6,10,Griffin Jax,R,51
147,147,9/11/2025,,TBR,W,5,1,9,35,30,5,6,1,0,0,5,2,0,4,8,0.235,0.305,0.378,0.683,7,1,1,0,0,1,0,0.273,6,10,Ian Seymour,L,53
148,148,9/12/2025,@,CLE,L,0,4,9,30,29,0,2,0,0,0,0,0,0,0,10,0.234,0.304,0.376,0.68,2,1,1,0,0,1,0,0.105,3,10,Tanner Bibee,R,93
149,149,9/13/2025,@,CLE,L,1,3,9,34,33,1,8,1,0,0,1,0,0,1,9,0.234,0.303,0.375,0.679,9,0,0,0,0,0,0,0.333,6,10,Parker Messick,L,57
150,150,9/14/2025,@,CLE,L,2,3,9,33,32,2,5,1,0,1,2,0,0,1,11,0.234,0.303,0.375,0.678,9,0,0,0,0,0,0,0.2,4,9,Slade Cecconi,R,58
151,151,9/15/2025,,BAL,L,1,4,9,33,29,1,4,1,0,0,1,0,0,4,15,0.233,0.302,0.374,0.676,5,2,0,0,0,0,0,0.286,5,11,Kyle Bradish,R,60
152,152,9/16/2025,,BAL,L,7,8,9,39,34,7,8,0,0,2,6,0,0,5,10,0.233,0.303,0.374,0.677,14,2,0,0,0,0,0,0.273,5,11,Dean Kremer,R,54
153,153,9/17/2025,,BAL,L,1,3,9,31,31,1,5,0,0,1,1,0,0,0,6,0.233,0.302,0.373,0.675,8,1,0,0,0,0,0,0.167,3,12,Tyler Wells,R,64
154,154,9/19/2025,,SDP,W,4,3,9,31,26,4,4,0,0,1,4,0,0,3,7,0.233,0.302,0.373,0.674,7,0,2,0,0,0,0,0.167,3,9,Dylan Cease,R,51
155,155,9/20/2025,,SDP,L,3,7,9,35,32,3,8,2,0,1,3,0,0,2,8,0.233,0.302,0.373,0.675,13,2,0,1,0,0,0,0.304,5,9,Yu Darvish,R,48
156,156,9/21/2025,,SDP,L,2,3,9,40,30,2,5,1,0,0,2,0,0,9,11,0.232,0.302,0.372,0.674,6,2,1,0,0,0,0,0.263,11,13,Michael King,R,59
157,157,9/23/2025,@,NYY,L,2,3,9,36,34,2,7,1,0,1,2,0,0,2,5,0.232,0.302,0.372,0.673,11,0,0,0,0,0,0,0.214,7,10,Luis Gil,R,57
158,158,9/24/2025,@,NYY,L,1,8,9,34,31,1,5,1,0,0,1,0,0,2,8,0.232,0.301,0.371,0.672,6,0,0,0,1,0,0,0.208,6,10,Max Fried,L,70
159,159,9/25/2025,@,NYY,L,3,5,9,35,30,3,5,1,0,1,3,0,0,2,8,0.231,0.301,0.37,0.671,9,0,1,1,1,0,0,0.182,5,12,Carlos Rodón,L,56
160,160,9/26/2025,@,WSN,W,10,9,9,42,38,10,11,2,0,2,10,2,0,2,10,0.232,0.301,0.371,0.672,19,0,1,0,1,2,0,0.333,5,12,Cade Cavalli,R,37
161,161,9/27/2025,@,WSN,L,5,6,9,37,36,5,11,1,0,2,5,1,0,1,12,0.232,0.301,0.372,0.673,18,1,0,0,0,0,0,0.409,5,12,Jake Irvin,R,49
162,162,9/28/2025,@,WSN,W,8,0,9,40,37,8,10,3,0,3,8,0,0,3,8,0.232,0.302,0.373,0.675,22,0,0,0,0,0,0,0.269,5,11,Brad Lord,R,34
,,,,,60-102,647,742,1425,5987,5377,647,1250,243,10,165,626,85,21,498,1364,0.232,0.302,0.373,0.675,2008,108,49,22,36,37,8,0.279,1055,,,,
